FID,AFFGEOID,TRACTCE,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
-1,1400000US42043023400,23400,42, Pennsylvania,PA,42043, Dauphin,42043023400,"Census Tract 234, Dauphin County, Pennsylvania",1.48799193,1688,259,678,77,641,81,402,176,65,43,21952,3191,197,61,271,74,477,112,365,121,156,54.9,872,301.3,51,49.4,56,30.7,6,9,4,12.8,117,54,5,7,23.8,10,9.2,5.8,21952,3191,19.7,6.1,16.1,4.3,28.3,5,21.7,6.6,24.3,8,51.7,16,3.4,3.2,8.3,4.4,0.9,1.3,0.6,2,18.3,7.7,0.3,0.4,0.8153,0.6461,0.7153,0.8834,3.0601,0.8217,0.4944,0.9076,0.9226,0.9608,3.2854,0.991,0.8585,0.8638,1.7223,0.9033,0.6931,0.5749,0.4705,0.7876,0.4845,3.0106,0.8085,11.0785,0.954,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,3,146,86,8.7,4.8,1243
-1,1400000US42043020400,20400,42, Pennsylvania,PA,42043, Dauphin,42043020400,"Census Tract 204, Dauphin County, Pennsylvania",0.07896056,1700,201,1251,78,1082,110,404,173,87,55,42964,19887,143,73,201,61,172,118,240,88,72,58.6,727,260.7,27,47.7,280,74.3,0,10,0,14.1,249,82,14,30,23.8,9.9,8.3,5,42964,19887,11.6,5.7,11.8,4.1,10.1,6.8,14.1,5.6,6.7,5.4,42.8,14.5,1.7,3,22.4,5.8,0,2,0,1.3,23,7.5,0.8,1.8,0.8153,0.5703,0.1029,0.6051,2.0936,0.5491,0.209,0.046,0.5442,0.4642,1.2634,0.1107,0.8321,0.746,1.578,0.8336,0.8986,0,0,0.8302,0.6306,2.3595,0.5146,7.2945,0.5269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,158,21.8,8.4,888
-1,1400000US42101031600,31600,42, Pennsylvania,PA,42101, Philadelphia,42101031600,"Census Tract 316, Philadelphia County, Pennsylvania",0.27565868,6063,606,2202,112,2130,133,1440,769,470,173,18298,2870,779,276,706,149,1721,469,825,241,259,121.7,2193,772.4,260,157.4,25,43.7,0,15,19,35.3,318,135,14,15,23.9,11.8,16.1,5.3,18298,2870,19.3,6.2,11.6,2.5,28.4,7.2,13.6,3.7,12.2,5.7,36.2,12.2,4.6,2.8,1.1,2,0,1.1,0.9,1.7,14.9,6.3,0.2,0.2,0.8165,0.885,0.8373,0.8747,3.4135,0.8921,0.1987,0.9092,0.5034,0.7814,2.3927,0.731,0.805,0.9024,1.7074,0.893,0.3427,0,0.5628,0.7307,0.4434,2.0796,0.37,9.5932,0.8439,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,1172,361,19.3,6.1,4685
-1,1400000US42007605400,605400,42, Pennsylvania,PA,42007, Beaver,42007605400,"Census Tract 6054, Beaver County, Pennsylvania",1.57994367,3567,257,1857,96,1587,115,849,235,204,82,19165,1949,248,85,547,84,901,143,757,111,273,86.5,643,392,0,40,373,102.9,14,11,0,14.1,392,86,16,15,23.9,6.4,11.8,4.4,19165,1949,10.3,3.4,15.3,2.5,25.3,3.6,21.2,3.2,17.2,5.3,18,10.9,0,1.2,20.1,5.4,0.8,0.6,0,0.9,24.7,5.1,0.4,0.4,0.8165,0.7861,0.812,0.5289,2.9435,0.801,0.4366,0.8085,0.9108,0.8912,3.047,0.9683,0.6489,0,0.6489,0.3159,0.8809,0.5637,0,0.8451,0.5432,2.833,0.7407,9.4724,0.832,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,465,134,13,3.7,3588
-1,1400000US42033330300,330300,42, Pennsylvania,PA,42033, Clearfield,42033330300,"Census Tract 3303, Clearfield County, Pennsylvania",2.21525096,4544,211,2221,154,2084,163,1077,344,123,67,20764,1939,204,71,751,91,1013,137,811,177,252,205.9,455,353.8,7,40.9,241,68.7,0,10,25,36.4,496,212,47,15,23.9,7.3,5.8,3.2,20764,1939,6.5,2.3,16.5,2.1,22.3,2.8,17.8,3.8,12.1,9.8,10,7.8,0.2,1,10.9,3,0,1.1,1.2,1.7,23.8,9.1,1,0.3,0.8165,0.2954,0.7606,0.2755,2.1481,0.5691,0.5218,0.6138,0.7904,0.7786,2.7046,0.8632,0.4764,0.2882,0.7646,0.379,0.7512,0,0.6381,0.8383,0.6642,2.8918,0.7643,8.5091,0.7159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,104,6.4,2.3,12783
-1,1400000US42101018001,18001,42, Pennsylvania,PA,42101, Philadelphia,42101018001,"Census Tract 180.01, Philadelphia County, Pennsylvania",0.14956935,2372,364,1200,23,1042,102,566,362,255,134,24385,7154,427,183,355,146,533,233,897,345,254,147.1,214,524.8,34,58.6,47,58.9,0,10,12,23.3,407,128,6,6,23.9,13.8,26.5,13.5,24385,7154,24.9,9.4,15,6.4,22.5,9.2,37.8,11.6,24.4,13.9,9,22.1,1.5,2.6,3.9,4.9,0,2.1,1.2,2.2,39.1,11.5,0.3,0.2,0.8165,0.981,0.5945,0.9335,3.3255,0.8705,0.4157,0.6272,0.9975,0.9614,3.0019,0.9605,0.4481,0.7279,1.176,0.6203,0.5305,0,0.6275,0.926,0.4614,2.5454,0.6079,10.0488,0.8805,0,1,0,1,2,0,0,1,1,2,0,0,0,0,0,0,1,0,1,5,291,168,12.3,6.6,4705
-1,1400000US42003552000,552000,42, Pennsylvania,PA,42003, Allegheny,42003552000,"Census Tract 5520, Allegheny County, Pennsylvania",0.24689949,2648,334,1329,74,1017,112,635,277,306,137,15854,1970,206,100,364,112,639,152,457,155,250,96.2,1330,416,0,40,27,42.2,10,15,44,48,171,77,6,12,24,9.3,22.8,8.1,15854,1970,11.3,5.3,13.7,4.4,24.1,4.9,17.3,5.9,24.6,9.1,50.2,14.4,0,1.6,2,3.2,0.8,1.1,4.3,4.7,16.8,7.1,0.2,0.5,0.8178,0.9602,0.8917,0.5877,3.2574,0.8576,0.3284,0.7416,0.7674,0.9633,2.8007,0.8974,0.8539,0,0.8539,0.4275,0.4248,0.5637,0.9394,0.7655,0.4403,3.1337,0.8548,10.0457,0.8792,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,3,488,154,18.5,5.1,1356
-1,1400000US42097081300,81300,42, Pennsylvania,PA,42097, Northumberland,42097081300,"Census Tract 813, Northumberland County, Pennsylvania",0.50219747,2148,190,1182,76,1005,86,498,153,85,50,18455,2322,261,81,468,56,487,87,564,148,157,71.6,213,260.4,0,40,97,57.4,0,10,0,14.1,171,55,32,18,24,7.5,9.5,5.3,18455,2322,16.7,4.6,21.8,2.3,22.7,3.5,26.7,6.5,15.6,7,9.9,12.1,0,2,8.2,4.8,0,2.1,0,1.4,17,5.2,1.5,0.8,0.8178,0.6688,0.8332,0.8187,3.1386,0.836,0.856,0.644,0.9804,0.8613,3.3417,0.9941,0.4723,0,0.4723,0.2111,0.6922,0,0,0.7693,0.708,2.1695,0.4132,9.1221,0.7919,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,255,92,12.1,4.3,1428
-1,1400000US42091203801,203801,42, Pennsylvania,PA,42091, Montgomery,42091203801,"Census Tract 2038.01, Montgomery County, Pennsylvania",0.3247473,3734,394,1496,74,1405,98,896,338,200,100,19347,2711,498,139,416,88,1007,223,551,163,211,85.5,2309,454.2,330,136.2,194,80.6,0,10,45,49.9,256,96,3,8,24,8.4,10.7,5.4,19347,2711,20.2,4.9,11.1,2.8,27,5.3,14.8,4.2,15,6,61.8,10.3,9.8,3.9,13,5.3,0,1.7,3.2,3.5,18.2,6.6,0.1,0.2,0.8178,0.7404,0.8051,0.8918,3.255,0.8573,0.1772,0.8725,0.5989,0.8495,2.4981,0.7814,0.8853,0.9546,1.8399,0.9518,0.787,0,0.8881,0.7867,0.2929,2.7547,0.7102,10.3477,0.9052,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,538,196,14.4,5.4,1064
-1,1400000US42003552400,552400,42, Pennsylvania,PA,42003, Allegheny,42003552400,"Census Tract 5524, Allegheny County, Pennsylvania",0.78943264,2833,457,1675,74,1303,153,679,211,143,103,22621,2992,210,96,519,91,517,219,615,129,138,75,454,627.5,0,40,18,17.2,0,10,7,18.9,173,74,5,5,24,6.9,9.5,7,22621,2992,10.3,4.3,18.3,2.3,18.2,7.1,21.7,4.5,10.6,5.6,16,22,0,1.5,1.1,1,0,1.5,0.5,1.4,13.3,5.2,0.2,0.2,0.8178,0.6688,0.6846,0.5289,2.7002,0.7409,0.6688,0.268,0.9226,0.7192,2.5787,0.8153,0.6147,0,0.6147,0.292,0.3364,0,0.44,0.6993,0.3955,1.8713,0.282,7.7648,0.6008,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,331,134,11.7,4.5,1405
-1,1400000US42003141300,141300,42, Pennsylvania,PA,42003, Allegheny,42003141300,"Census Tract 1413, Allegheny County, Pennsylvania",0.34345047,5234,479,2575,78,2379,129,1167,399,45,42,34926,4117,177,82,1019,171,677,161,378,142,35,35.5,1212,631.2,29,68.9,1122,184.2,0,15,0,21.2,444,135,370,144,24,7,1.7,1.6,34926,4117,4.7,2.1,19.5,3.1,12.9,2.8,7.8,2.9,1.5,1.5,23.2,11.9,0.6,1.4,43.6,7,0,1,0,0.9,18.7,5.5,7.1,2.7,0.8178,0.0177,0.2074,0.1667,1.2096,0.2478,0.7491,0.0715,0.1166,0.0501,0.9873,0.0553,0.7118,0.5022,1.2139,0.6399,0.9717,0,0,0.7923,0.9064,2.6704,0.6645,6.0812,0.3079,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,411,223,8.4,4.3,4669
-1,1400000US42003512900,512900,42, Pennsylvania,PA,42003, Allegheny,42003512900,"Census Tract 5129, Allegheny County, Pennsylvania",0.18882666,1052,152,688,36,479,60,253,104,112,55,15675,2782,121,47,156,25,256,58,240,73,103,48.9,817,174.6,0,40,62,29.5,0,10,0,14.1,200,54,16,17,24.1,11.3,21.6,10.8,15675,2782,17.4,6.8,14.8,2.6,24.3,4.2,22.8,5.4,21.5,9.8,77.7,12.2,0,4.1,9,4.3,0,3.6,0,3,41.8,9.5,1.5,1.6,0.8193,0.9524,0.8977,0.8355,3.505,0.908,0.4049,0.755,0.9419,0.9387,3.0404,0.9677,0.9179,0,0.9179,0.4655,0.7118,0,0,0.9363,0.7108,2.3588,0.5137,9.8221,0.8626,0,1,0,0,1,0,0,1,1,2,1,0,1,0,0,0,1,0,1,5,119,61,11.3,5.6,507
-1,1400000US42049011900,11900,42, Pennsylvania,PA,42049, Erie,42049011900,"Census Tract 119, Erie County, Pennsylvania",5.99383316,6546,22,2796,215,2534,165,1552,414,350,172,15713,1554,529,179,1066,174,1591,242,1167,288,364,129.4,354,191.3,17,64.9,235,141.5,84,47,0,21.2,396,139,122,77,24.1,6.4,11.9,5.7,15713,1554,12.1,4,16.3,2.7,24.3,3.7,18.1,4.4,14.4,5,5.4,2.9,0.3,1.1,8.4,5,3,1.7,0,0.8,15.6,5.2,1.9,1.2,0.8193,0.7907,0.8967,0.634,3.1408,0.8367,0.509,0.7531,0.8053,0.8386,2.9061,0.935,0.296,0.37,0.666,0.3287,0.6971,0.7043,0,0.7453,0.7391,2.8859,0.7621,9.5989,0.8442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,292,10.1,4.5,7835
-1,1400000US42007603500,603500,42, Pennsylvania,PA,42007, Beaver,42007603500,"Census Tract 6035, Beaver County, Pennsylvania",0.60383843,1634,112,727,31,639,45,390,119,77,30,17110,1983,150,41,227,44,450,67,269,76,79,28.4,210,170.1,9,40.9,29,21.5,6,7,21,18,102,33,5,4,24.2,6.9,10.7,4,17110,1983,13.9,3.8,13.9,2.6,27.5,3.6,16.5,4.7,12.4,4.4,12.9,10.4,0.6,2.8,4,2.9,0.8,0.9,3.3,2.8,16,5.2,0.3,0.2,0.82,0.7404,0.8633,0.7233,3.1468,0.8373,0.3402,0.8896,0.7183,0.7867,2.7348,0.8744,0.5498,0.5109,1.0606,0.5659,0.5342,0.5637,0.8921,0.7516,0.4894,3.231,0.8815,10.1733,0.8874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,52,9.9,3.1,979
-1,1400000US42059970600,970600,42, Pennsylvania,PA,42059, Greene,42059970600,"Census Tract 9706, Greene County, Pennsylvania",0.80005238,4145,19,1767,146,1481,154,794,246,166,84,18249,2310,128,59,370,74,740,110,418,115,131,74.7,124,82.2,15,41.9,142,62.7,31,41,0,14.1,99,63,870,201,24.2,7.3,8,3.9,18249,2310,6,2.7,8.9,1.8,17.9,2.7,10.1,2.8,8.8,5,3,2,0.4,1.1,8,3.5,1.8,2.3,0,1,6.7,4.1,21,4.8,0.82,0.537,0.8389,0.2413,2.4371,0.6652,0.1054,0.2351,0.2466,0.6309,1.218,0.0979,0.172,0.4257,0.5976,0.2814,0.6869,0.6533,0,0.4705,0.9608,2.7715,0.7174,7.0242,0.4765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,434,151,10.5,3.6,6009
-1,1400000US42013100500,100500,42, Pennsylvania,PA,42013, Blair,42013100500,"Census Tract 1005, Blair County, Pennsylvania",0.53118214,3688,332,1583,80,1420,110,885,295,186,60,18680,1885,327,142,469,60,895,167,761,149,150,60.9,461,486.8,0,40,34,22.4,0,10,0,14.1,167,71,55,34,24.2,6.9,10.9,3.3,18680,1885,12.8,5.1,12.7,1.7,24.3,4,20.8,3.5,10.6,4.2,12.5,13.2,0,1.2,2.1,1.4,0,1.6,0,1,11.8,4.7,1.5,0.9,0.82,0.7497,0.8282,0.6748,3.0726,0.8251,0.2609,0.7512,0.8993,0.7189,2.6303,0.8352,0.542,0,0.542,0.2503,0.4322,0,0,0.6664,0.7086,1.8072,0.2575,8.0521,0.6483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,119,8.1,3.1,2036
-1,1400000US42003290200,290200,42, Pennsylvania,PA,42003, Allegheny,42003290200,"Census Tract 2902, Allegheny County, Pennsylvania",0.56135061,4048,399,2029,64,1714,156,981,355,348,110,19293,2009,410,135,624,89,975,252,746,160,309,113.6,799,514,54,75.5,181,88.4,20,34,14,20.6,485,139,5,8,24.2,7.6,16.9,5,19293,2009,15.1,4.8,15.4,2.5,24.1,5.8,18.4,3.9,18,6.4,19.7,12.5,1.4,1.9,8.9,4.3,1,1.7,0.8,1.2,28.3,6.9,0.1,0.2,0.82,0.8968,0.8066,0.7674,3.2908,0.8648,0.4428,0.7373,0.8172,0.903,2.9002,0.9319,0.6748,0.7102,1.385,0.741,0.7086,0.5889,0.5407,0.8697,0.3389,3.047,0.8249,10.6229,0.9233,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,387,127,9.6,2.9,2006
-1,1400000US42003468700,468700,42, Pennsylvania,PA,42003, Allegheny,42003468700,"Census Tract 4687, Allegheny County, Pennsylvania",0.54386405,1739,161,864,54,812,64,421,209,89,52,23713,3584,77,36,263,40,371,152,234,75,93,43.2,274,231.3,0,40,62,34.1,0,10,0,14.1,127,47,5,7,24.2,11.1,9.8,5.6,23713,3584,6.5,3.1,15.1,2.5,21.3,8.5,13.5,4.4,11.5,5.2,15.8,13.2,0,2.6,7.2,3.9,0,2.8,0,1.7,15.6,5.6,0.3,0.4,0.82,0.6922,0.6298,0.2755,2.4175,0.6586,0.4229,0.5386,0.4975,0.754,2.213,0.62,0.6088,0,0.6088,0.2886,0.6564,0,0,0.7453,0.4813,1.8831,0.2876,7.1224,0.4947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,153,14.6,8.5,2623
-1,1400000US42079215600,215600,42, Pennsylvania,PA,42079, Luzerne,42079215600,"Census Tract 2156, Luzerne County, Pennsylvania",16.75865654,5420,18,2306,180,1801,165,1024,391,247,100,18392,2141,541,115,840,100,936,142,690,209,211,108.5,846,206.8,29,64,61,34.9,8,13,23,26.1,236,89,1208,274,24.3,9,11.9,4.8,18392,2141,13.1,2.9,15.5,1.8,17.3,2.6,16.4,4.6,11.7,5.9,15.6,3.8,0.6,1.3,2.6,1.5,0.3,0.6,1.3,1.4,13.1,4.7,22.3,5.1,0.8215,0.7907,0.8357,0.6878,3.1358,0.8348,0.4496,0.1987,0.7124,0.7621,2.1228,0.5613,0.6063,0.4972,1.1035,0.584,0.4614,0.4695,0.6533,0.6959,0.9636,3.2438,0.8853,9.6059,0.8451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,330,114,7.8,2.6,3324
-1,1400000US42079213800,213800,42, Pennsylvania,PA,42079, Luzerne,42079213800,"Census Tract 2138, Luzerne County, Pennsylvania",0.36012274,1795,149,838,44,713,63,436,209,40,27,18427,2062,183,141,248,37,449,96,334,109,105,49.7,243,231.4,12,40.2,8,15.6,0,10,0,14.1,68,33,0,10,24.3,11.2,4.9,3.3,18427,2062,15.3,10.1,13.8,2.6,25,4.9,18.6,5.4,14.7,6.9,13.5,12.8,0.7,2.4,1,1.9,0,2.9,0,2,9.5,4.5,0,0.6,0.8215,0.1919,0.8342,0.7752,2.6227,0.7162,0.334,0.7957,0.8284,0.8445,2.8025,0.898,0.5665,0.5507,1.1172,0.5892,0.3277,0,0,0.5989,0,0.9266,0.0588,7.4691,0.5548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,40,3.7,2.2,671
-1,1400000US42027012200,12200,42, Pennsylvania,PA,42027, Centre,42027012200,"Census Tract 122, Centre County, Pennsylvania",0.55621777,5958,482,209,47,158,49,119,84,206,164,3675,889,22,34,0,15,238,139,68,43,49,36.1,1114,611.9,16,61.8,107,50,29,34,0,21.2,22,24,5471,460,24.4,16.2,16.6,11.6,3675,889,9.6,14.1,0,0.4,4,2.3,1.1,0.7,31,20.8,18.7,10.2,0.3,1,51.2,21,13.9,15.9,0,13.4,13.9,14.2,91.8,2.1,0.8221,0.8918,0.9984,0.4888,3.2012,0.8492,0,0.019,0.0084,0.9882,1.0155,0.0591,0.6586,0.3573,1.0159,0.5386,0.9804,0.9058,0,0.7102,0.9947,3.5911,0.9596,8.8237,0.7603,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,3,5,301,109,5.1,1.8,10720
-1,1400000US42101006100,6100,42, Pennsylvania,PA,42101, Philadelphia,42101006100,"Census Tract 61, Philadelphia County, Pennsylvania",0.20625646,3514,374,1244,20,1158,59,857,348,146,81,15634,2875,492,177,419,119,880,218,373,125,91,54.9,3089,392.2,161,84,0,14.1,18,29,25,26,253,89,4,6,24.4,9.7,9.2,4.9,15634,2875,22.6,7.8,11.9,3.5,25,5.6,10.6,3.6,7.9,4.7,87.9,6.1,4.9,2.5,0,1.1,1.4,2.3,2.2,2.2,21.8,7.6,0.1,0.2,0.8221,0.6461,0.8983,0.9173,3.2839,0.8626,0.2149,0.7979,0.2792,0.5647,1.8567,0.3974,0.9431,0.9092,1.8523,0.9574,0,0.62,0.8047,0.8206,0.3305,2.5759,0.6234,9.5687,0.8414,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,3,524,170,14.9,4.4,1779
-1,1400000US42045406401,406401,42, Pennsylvania,PA,42045, Delaware,42045406401,"Census Tract 4064.01, Delaware County, Pennsylvania",0.20442904,2668,193,999,86,877,77,645,243,220,97,19176,2516,244,105,211,45,772,121,549,163,196,59.8,2271,243.8,12,39.5,104,46.1,16,22,12,15.5,86,43,0,10,24.4,8.8,16.9,7.1,19176,2516,15.1,5.9,7.9,1.7,28.9,4,20.6,6.1,22.3,6.5,85.1,6.8,0.5,1.6,10.4,4.5,1.6,2.2,1.4,1.8,9.8,4.8,0,0.4,0.8221,0.8968,0.8113,0.7674,3.2976,0.8658,0.0765,0.922,0.8958,0.9484,2.8427,0.9111,0.9356,0.4667,1.4024,0.7497,0.7407,0.6387,0.6748,0.6067,0,2.6608,0.6608,10.2034,0.8905,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,3,334,130,12.5,4.7,1612
-1,1400000US42013010102,10102,42, Pennsylvania,PA,42013, Blair,42013010102,"Census Tract 101.02, Blair County, Pennsylvania",0.95365263,2992,153,1223,76,1155,87,690,206,127,83,20246,4270,228,84,493,91,681,112,492,123,136,69.7,47,226.5,25,55,250,81.6,0,10,11,19.7,299,82,155,82,24.4,7.3,8.7,6.2,20246,4270,12.3,4.6,16.5,3,22.8,3.6,17.3,4.5,11.8,6,1.6,7.6,0.9,2,20.4,6.6,0,2,1,1.7,25.9,6.7,5.2,2.7,0.8221,0.6085,0.7757,0.6465,2.8528,0.7797,0.5218,0.6499,0.7674,0.7643,2.7034,0.8629,0.0672,0.6035,0.6707,0.3299,0.8843,0,0.5774,0.8542,0.8803,3.1962,0.8725,9.423,0.8248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,99,7.9,3.5,2655
-1,1400000US42125764000,764000,42, Pennsylvania,PA,42125, Washington,42125764000,"Census Tract 7640, Washington County, Pennsylvania",4.43439344,3332,158,1597,100,1408,84,806,160,127,57,20773,1923,329,89,597,81,737,103,696,117,186,52.8,196,235,4,39.1,246,64.2,75,34,0,14.1,195,55,57,27,24.4,4.8,8.3,3.5,20773,1923,14.1,3.8,17.9,2.4,22.1,2.9,21.1,3.5,13.2,3.7,5.9,7,0.1,1.2,15.4,3.9,4.7,2.1,0,1,13.8,3.6,1.7,0.8,0.8221,0.5703,0.76,0.7307,2.8831,0.7863,0.6415,0.6004,0.9064,0.8122,2.9605,0.9512,0.3165,0.2683,0.5849,0.2739,0.8256,0.7512,0,0.7086,0.7282,3.0137,0.8113,9.4422,0.8267,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,239,90,7.2,2.8,3154
-1,1400000US42003101100,101100,42, Pennsylvania,PA,42003, Allegheny,42003101100,"Census Tract 1011, Allegheny County, Pennsylvania",0.40536193,2815,306,1418,64,1262,97,687,273,119,71,22122,5168,183,70,347,96,550,189,399,141,143,70,584,384,38,59.9,18,29.7,0,10,50,46.1,243,94,6,3,24.4,8.7,7.3,3.8,22122,5168,9,3.5,12.3,3.5,19.5,6.4,14.2,4.7,11.3,5.5,20.7,13.5,1.4,2.3,1.3,2.1,0,1.7,4,3.6,19.3,7.4,0.2,0.1,0.8221,0.4586,0.7062,0.4453,2.4323,0.6636,0.2366,0.3725,0.5525,0.7494,1.9111,0.4269,0.6853,0.7174,1.4027,0.75,0.3545,0,0.9244,0.7998,0.4291,2.5078,0.5861,8.2538,0.6846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,472,175,16.8,5.9,2636
-1,1400000US42101038200,38200,42, Pennsylvania,PA,42101, Philadelphia,42101038200,"Census Tract 382, Philadelphia County, Pennsylvania",0.70605353,2303,247,1042,54,911,76,558,169,304,114,15417,1964,498,104,197,25,419,143,426,118,98,44.7,1136,313.5,76,59.9,0,14.1,0,10,11,15.6,391,102,13,8,24.5,7.1,25.4,8.5,15417,1964,29.5,5,8.6,1.5,18.2,5.9,18.5,4.9,10.8,4.8,49.3,12.5,3.5,2.7,0,1.4,0,2.4,1.2,1.7,42.9,9.9,0.6,0.3,0.824,0.9757,0.9046,0.9614,3.6658,0.9431,0.0955,0.2634,0.8243,0.7267,1.9098,0.426,0.8514,0.8713,1.7226,0.9039,0,0,0.6399,0.9419,0.5787,2.1604,0.4083,9.4587,0.8292,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,567,167,24.6,6.8,6741
-1,1400000US42071011200,11200,42, Pennsylvania,PA,42071, Lancaster,42071011200,"Census Tract 112, Lancaster County, Pennsylvania",0.39333987,1768,168,860,44,727,71,429,174,62,34,16688,1487,303,68,137,25,447,85,271,75,109,47.8,547,255.1,29,44.5,90,36.4,3,5,9,18,121,49,31,18,24.5,9.3,6.7,3.6,16688,1487,25.5,5.4,7.7,1.4,25.3,4.2,15.4,4.4,15,6.4,30.9,14.1,1.8,2.8,10.5,4.2,0.3,0.5,1.2,2.5,16.6,6.3,1.8,1,0.824,0.3927,0.8714,0.9387,3.0269,0.8148,0.0728,0.8097,0.6471,0.8486,2.3781,0.7211,0.7761,0.7556,1.5317,0.8106,0.7422,0.4695,0.6452,0.7603,0.7313,3.3486,0.9101,10.2853,0.8986,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,242,110,13.7,6.1,1509
-1,1400000US42003101700,101700,42, Pennsylvania,PA,42003, Allegheny,42003101700,"Census Tract 1017, Allegheny County, Pennsylvania",0.15154426,1494,181,786,53,560,75,366,207,29,19,17555,3073,79,48,185,45,352,110,256,79,71,58.7,1189,203,0,40,45,26.9,0,10,63,53.5,171,57,1,3,24.5,13.1,4.5,3,17555,3073,7.7,4.6,12.4,2.8,23.6,6.8,17.1,5,12.7,10.3,79.6,9.6,0,2.9,5.7,3.4,0,3.1,11.3,9.4,30.5,9,0.1,0.2,0.824,0.1558,0.8536,0.3532,2.1866,0.5842,0.2422,0.7052,0.759,0.7957,2.5022,0.7848,0.9213,0,0.9213,0.4689,0.6079,0,0.9969,0.8856,0.2799,2.7702,0.7164,8.3803,0.6987,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,185,152,12.4,9.9,774
