measure,year,county_name,numerator,denominator,rate,rate_lower,rate_upper
"Asthma age-adjusted hospitalization rate per 10,000",2014,Fulton,NA,14615,NA,NA,NA
"Asthma age-adjusted hospitalization rate per 10,000",2014,Greene,58,37805,13.2,9.8,16.6
"Asthma age-adjusted hospitalization rate per 10,000",2014,Huntingdon,22,45791,4.2,2.4,6
"Asthma age-adjusted hospitalization rate per 10,000",2014,Indiana,103,87487,10.8,8.7,12.9
"Asthma age-adjusted hospitalization rate per 10,000",2014,Jefferson,33,44609,7,4.6,9.4
"Asthma age-adjusted hospitalization rate per 10,000",2014,Juniata,NA,24806,NA,NA,NA
"Asthma age-adjusted hospitalization rate per 10,000",2014,Lackawanna,239,212561,10.5,9.2,11.8
"Asthma age-adjusted hospitalization rate per 10,000",2014,Lancaster,389,533645,7.1,6.4,7.8
"Asthma age-adjusted hospitalization rate per 10,000",2014,Lawrence,158,88514,15.7,13.3,18.1
"Asthma age-adjusted hospitalization rate per 10,000",2014,Lebanon,118,136196,8.7,7.1,10.3
"Asthma age-adjusted hospitalization rate per 10,000",2014,Lehigh,401,358286,11.2,10.1,12.3
"Asthma age-adjusted hospitalization rate per 10,000",2014,Luzerne,362,319337,10.1,9.1,11.1
"Asthma age-adjusted hospitalization rate per 10,000",2014,Lycoming,78,116503,6.7,5.2,8.2
"Asthma age-adjusted hospitalization rate per 10,000",2014,McKean,44,42708,9.9,7,12.8
"Asthma age-adjusted hospitalization rate per 10,000",2014,Mercer,115,114957,8.8,7.2,10.4
"Asthma age-adjusted hospitalization rate per 10,000",2014,Mifflin,29,46535,5.7,3.6,7.8
"Asthma age-adjusted hospitalization rate per 10,000",2014,Monroe,179,167242,11,9.4,12.6
"Asthma age-adjusted hospitalization rate per 10,000",2014,Montgomery,783,816608,9.3,8.6,10
"Asthma age-adjusted hospitalization rate per 10,000",2014,Montour,18,18609,NA,NA,NA
"Asthma age-adjusted hospitalization rate per 10,000",2014,Northampton,325,300172,10.3,9.2,11.4
"Asthma age-adjusted hospitalization rate per 10,000",2014,Northumberland,70,93770,6.7,5.1,8.3
"Asthma age-adjusted hospitalization rate per 10,000",2014,Perry,32,45523,6.8,4.4,9.2
"Asthma age-adjusted hospitalization rate per 10,000",2014,Philadelphia,5965,1561562,39.7,38.7,40.7
"Asthma age-adjusted hospitalization rate per 10,000",2014,Pike,35,56238,6.9,4.6,9.2
"Asthma age-adjusted hospitalization rate per 10,000",2014,Potter,10,17220,NA,NA,NA
"Asthma age-adjusted hospitalization rate per 10,000",2014,Schuylkill,111,145546,6.5,5.3,7.7
"Asthma age-adjusted hospitalization rate per 10,000",2014,Snyder,10,40255,NA,NA,NA
"Asthma age-adjusted hospitalization rate per 10,000",2014,Somerset,51,76226,5.6,4.1,7.1
"Asthma age-adjusted hospitalization rate per 10,000",2014,Sullivan,NA,6336,NA,NA,NA
"Asthma age-adjusted hospitalization rate per 10,000",2014,Susquehanna,34,41947,8,5.3,10.7
"Asthma age-adjusted hospitalization rate per 10,000",2014,Tioga,25,42078,5.9,3.6,8.2
"Asthma age-adjusted hospitalization rate per 10,000",2014,Union,16,44908,NA,NA,NA
"Asthma age-adjusted hospitalization rate per 10,000",2014,Venango,80,53503,11.4,8.9,13.9
"Asthma age-adjusted hospitalization rate per 10,000",2014,Warren,22,40720,5.3,3.1,7.5
"Asthma age-adjusted hospitalization rate per 10,000",2014,Washington,196,208175,8.9,7.7,10.1
"Asthma age-adjusted hospitalization rate per 10,000",2014,Wayne,35,51436,6.7,4.5,8.9
"Asthma age-adjusted hospitalization rate per 10,000",2014,Westmoreland,452,359353,10.5,9.5,11.5
"Asthma age-adjusted hospitalization rate per 10,000",2014,Wyoming,30,28143,10,6.4,13.6
"Asthma age-adjusted hospitalization rate per 10,000",2014,York,330,441177,7.3,6.5,8.1
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Pennsylvania,27388,12793767,16.5,16.3,16.7
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Adams,208,101787,14.9,12.9,16.9
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Allegheny,2664,1232896,15.8,15.2,16.4
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Armstrong,186,67693,18.1,15.5,20.7
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Beaver,410,169338,16.3,14.7,17.9
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Bedford,133,48939,18.1,15,21.2
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Berks,737,414360,14.7,13.6,15.8
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Blair,423,126016,23.4,21.2,25.6
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Bradford,203,61673,22.6,19.5,25.7
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Bucks,1220,626608,14.7,13.9,15.5
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Butler,420,186386,16.9,15.3,18.5
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Cambria,436,137534,21.2,19.2,23.2
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Cameron,16,4785,NA,NA,NA
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Carbon,208,64418,21.8,18.8,24.8
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Centre,202,159506,12.9,11.1,14.7
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Chester,673,513291,11,10.2,11.8
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Clarion,110,39428,22.5,18.3,26.7
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Clearfield,234,81126,19.9,17.4,22.4
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Clinton,99,39511,19.1,15.3,22.9
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Columbia,177,66969,20.1,17.1,23.1
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Crawford,209,87057,18.2,15.7,20.7
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Cumberland,469,243533,14.7,13.4,16
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Dauphin,524,272078,15.8,14.4,17.2
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Delaware,996,562957,14.7,13.8,15.6
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Elk,103,31119,23.1,18.6,27.6
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Erie,563,278936,16.6,15.2,18
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Fayette,467,134255,24,21.8,26.2
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Forest,22,7515,20,11.6,28.4
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Franklin,464,152951,22.2,20.2,24.2
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Fulton,40,14615,19.3,13.3,25.3
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Greene,105,37805,21.5,17.4,25.6
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Huntingdon,110,45791,17.4,14.1,20.7
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Indiana,298,87487,26.5,23.5,29.5
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Jefferson,162,44609,24.8,21,28.6
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Juniata,50,24806,15.4,11.1,19.7
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Lackawanna,464,212561,15.3,13.9,16.7
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Lancaster,1043,533645,15.7,14.7,16.7
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Lawrence,273,88514,20.7,18.2,23.2
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Lebanon,309,136196,16.9,15,18.8
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Lehigh,632,358286,14.1,13,15.2
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Luzerne,800,319337,17.9,16.7,19.1
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Lycoming,298,116503,19.3,17.1,21.5
"Heart attack age-adjusted hospitalization rate per 10,000",2014,McKean,56,42708,9,6.6,11.4
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Mercer,355,114957,20.7,18.5,22.9
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Mifflin,126,46535,18.9,15.6,22.2
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Monroe,307,167242,15.8,14,17.6
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Montgomery,1290,816608,12,11.3,12.7
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Montour,43,18609,14,9.8,18.2
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Northampton,631,300172,15.5,14.3,16.7
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Northumberland,292,93770,21.4,18.9,23.9
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Perry,96,45523,17.6,14.1,21.1
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Philadelphia,2843,1561562,17.9,17.2,18.6
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Pike,68,56238,8.5,6.5,10.5
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Potter,48,17220,17.4,12.5,22.3
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Schuylkill,483,145546,22.6,20.6,24.6
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Snyder,85,40255,17.3,13.6,21
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Somerset,258,76226,22.3,19.6,25
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Sullivan,17,6336,NA,NA,NA
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Susquehanna,68,41947,11,8.4,13.6
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Tioga,141,42078,24.3,20.3,28.3
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Union,110,44908,20.1,16.3,23.9
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Venango,148,53503,19,15.9,22.1
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Warren,110,40720,17.1,13.9,20.3
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Washington,551,208175,18.3,16.8,19.8
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Wayne,126,51436,16.5,13.6,19.4
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Westmoreland,1088,359353,19.5,18.3,20.7
"Heart attack age-adjusted hospitalization rate per 10,000",2014,Wyoming,75,28143,19.8,15.3,24.3
"Heart attack age-adjusted hospitalization rate per 10,000",2014,York,813,441177,14.8,13.8,15.8
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Pennsylvania,128,12793767,0.9,0.7,1.1
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Adams,NA,101787,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Allegheny,NA,1232896,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Armstrong,NA,67693,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Beaver,NA,169338,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Bedford,NA,48939,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Berks,NA,414360,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Blair,NA,126016,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Bradford,NA,61673,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Bucks,NA,626608,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Butler,NA,186386,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Cambria,NA,137534,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Cameron,NA,4785,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Carbon,NA,64418,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Centre,NA,159506,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Chester,NA,513291,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Clarion,NA,39428,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Clearfield,NA,81126,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Clinton,NA,39511,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Columbia,NA,66969,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Crawford,NA,87057,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Cumberland,NA,243533,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Dauphin,NA,272078,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Delaware,14,562957,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Elk,NA,31119,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Erie,NA,278936,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Fayette,NA,134255,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Forest,NA,7515,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Franklin,NA,152951,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Fulton,NA,14615,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Greene,NA,37805,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Huntingdon,NA,45791,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Indiana,NA,87487,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Jefferson,NA,44609,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Juniata,NA,24806,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Lackawanna,NA,212561,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Lancaster,NA,533645,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Lawrence,NA,88514,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Lebanon,NA,136196,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Lehigh,NA,358286,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Luzerne,NA,319337,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Lycoming,NA,116503,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,McKean,NA,42708,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Mercer,NA,114957,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Mifflin,NA,46535,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Monroe,NA,167242,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Montgomery,16,816608,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Montour,NA,18609,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Northampton,NA,300172,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Northumberland,NA,93770,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Perry,NA,45523,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Philadelphia,18,1561562,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Pike,NA,56238,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Potter,NA,17220,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Schuylkill,NA,145546,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Snyder,NA,40255,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Somerset,NA,76226,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Sullivan,NA,6336,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Susquehanna,NA,41947,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Tioga,NA,42078,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Union,NA,44908,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Venango,NA,53503,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Warren,NA,40720,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Washington,NA,208175,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Wayne,NA,51436,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Westmoreland,NA,359353,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,Wyoming,NA,28143,NA,NA,NA
"Heat stress age-adjusted hospitalization rate per 100,000",2014,York,NA,441177,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Pennsylvania,162,12793767,1,0.8,1.2
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Adams,NA,101787,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Allegheny,18,1232896,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Armstrong,NA,67693,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Beaver,NA,169338,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Bedford,NA,48939,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Berks,NA,414360,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Blair,NA,126016,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Bradford,NA,61673,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Bucks,NA,626608,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Butler,NA,186386,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Cambria,NA,137534,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Cameron,NA,4785,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Carbon,NA,64418,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Centre,NA,159506,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Chester,NA,513291,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Clarion,NA,39428,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Clearfield,NA,81126,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Clinton,NA,39511,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Columbia,NA,66969,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Crawford,NA,87057,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Cumberland,NA,243533,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Dauphin,NA,272078,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Delaware,NA,562957,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Elk,NA,31119,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Erie,NA,278936,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Fayette,NA,134255,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Forest,NA,7515,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Franklin,NA,152951,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Fulton,NA,14615,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Greene,NA,37805,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Huntingdon,NA,45791,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Indiana,NA,87487,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Jefferson,NA,44609,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Juniata,NA,24806,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Lackawanna,NA,212561,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Lancaster,NA,533645,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Lawrence,NA,88514,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Lebanon,NA,136196,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Lehigh,NA,358286,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Luzerne,NA,319337,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Lycoming,NA,116503,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,McKean,NA,42708,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Mercer,NA,114957,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Mifflin,NA,46535,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Monroe,NA,167242,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Montgomery,NA,816608,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Montour,NA,18609,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Northampton,NA,300172,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Northumberland,NA,93770,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Perry,NA,45523,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Philadelphia,27,1561562,1.7,1.1,2.3
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Pike,NA,56238,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Potter,NA,17220,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Schuylkill,NA,145546,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Snyder,NA,40255,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Somerset,NA,76226,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Sullivan,NA,6336,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Susquehanna,NA,41947,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Tioga,NA,42078,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Union,NA,44908,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Venango,NA,53503,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Warren,NA,40720,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Washington,NA,208175,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Wayne,NA,51436,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Westmoreland,NA,359353,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,Wyoming,NA,28143,NA,NA,NA
"Unintentional carbon monoxide poisoning age-adjusted hospitalization rate per 100,000",2014,York,NA,441177,NA,NA,NA
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Pennsylvania,29598,12793767,17.6,17.4,17.8
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Adams,164,101787,11.4,9.7,13.1
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Allegheny,3113,1232896,18.5,17.9,19.1
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Armstrong,142,67693,13.2,11,15.4
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Beaver,368,169338,14.4,12.9,15.9
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Bedford,110,48939,14.4,11.7,17.1
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Berks,778,414360,14.9,13.9,15.9
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Blair,346,126016,19.6,17.5,21.7
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Bradford,211,61673,23.6,20.4,26.8
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Bucks,1150,626608,13.5,12.7,14.3
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Butler,521,186386,21,19.2,22.8
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Cambria,401,137534,18.7,16.9,20.5
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Cameron,27,4785,35,21.8,48.2
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Carbon,248,64418,25.6,22.4,28.8
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Centre,175,159506,11.1,9.5,12.7
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Chester,633,513291,10.5,9.7,11.3
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Clarion,101,39428,19.1,15.4,22.8
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Clearfield,192,81126,15.9,13.7,18.1
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Clinton,105,39511,21.1,17.1,25.1
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Columbia,157,66969,17.3,14.6,20
"Chronic obstructive pulmonary disease (COPD) age-adjusted hospitalization rate per 10,000",2014,Crawford,240,87057,20.1,17.6,22.6
